ID,title,text,label,X1,X2
307,Amazon India to provide costly COVID-19 health insurance to sellers,"Amazon India on Wednesday said it will provide costly COVID-19 health insurance to its sellers in the country to help cover expenses around hospitalisation and treatment.
The insurance, which will be valid for one year after activation, will help cover expenses related to COVID-19 hospitalisation and treatment as well as ambulance assistance and ICU charges , Amazon India Vice President Seller Services Gopal Pillai said.",FAKE,,
308,"BWF extends Olympic qualification period to year 2023, ranking points earned will not be maintained","An extended qualification period for the Tokyo Olympics will be introduced in year 2023 and ranking points earned at tournaments during the original qualification phase will not be maintained, the Badminton World Federation (BWF) said on Wednesday.",FAKE,,
309,PFC ties up with TajSATS to provide food to COVID-19 warriors,Power Finance Corporation (PFC) on Wednesday said it has joined hands with TajSATS to provide food to frontline COVID-19 warriors including doctors and other healthcare professionals.,REAL,,
310,SSC students to get lowest of marks of subjects for Geography,"The Maharashtra State Board of Secondary and Higher Secondary Education on Wednesday said it will award lowest of marks obtained in other subjects for the Class 10 Geography paper, which was cancelled because of the COVID-19 pandemic.",FAKE,,
311,Amazon provides free COVID-19 health insurance for its sellers,"Amazon.in on Wednesday announced that it was providing a COVID-19 health insurance, completely free of cost, for its sellers in India.",REAL,,
312,Home delivery of essential medicines cannot be organised in containment zones: Health ministry,"The Centre has suggested states and UTs not to organise home delivery of essential medicines like calcium, iron/folic acid and zinc tablets besides contraceptives in containment zones to ensure maternal and child healthcare is not affected due to the coronavirus-induced lockdown.",FAKE,,
313,Nokia keeps Sriperumbudur facility open after employees test positive for coronavirus,Nokia has kept its factory open in Sriperumbudur following some employees testing positive for Covid-19.,FAKE,,
314,20 churches in Mizoram offer halls to be used for quarantine facility,With Mizoram facing shortage of quarantine facilities many churches in the Christian majority state have offered 20 halls to the state government to be used for quarantine purpose.,FAKE,,
315,United Nations World Tourism Organization,"Global tourism is expected to plunge by 20% this year, compared to last year, the head of the United Nations World Tourism Organization (UNWTO) said Wednesday.",FAKE,,
316,France halts use of hydroxychloroquine on Covid-19 patients,"The French Health Ministry revoked its authorization for the drug to be given to those with coronavirus, saying that the scientific data available at present does not provide sufficient “evidence of a benefit” to support its use. ",REAL,,
317,Europe easing lockdown restrictions,"European countries are now slowly beginning to ease restrictions brought in to slow the spread of the virus. The UK, Italy, Spain and France, along with others, now appear to have passed the peak, with the number of new confirmed cases and deaths falling.",REAL,,
318,France continues the use of hydroxychloroquine on Covid-19 patients,"The French Health Ministry accepted its authorization for the drug to be given to those with coronavirus, saying that the scientific data available at present does not provide sufficient “evidence of a benefit” to support its use. ",FAKE,,
319,Europe does not ease lockdown restrictions,"European countries are not beginning to ease restrictions brought in to slow the spread of the virus. The UK, Italy, Spain and France, along with others, now appear to have passed the peak, with the number of new confirmed cases and deaths falling.",FAKE,,
320,Brihanmumbai Municipal Corp issues revised testing guidelines for COVID19,COVID test not mandatory for emergency surgery. Pregnant women (even asymptomatic) who are likely to deliver in the next 5 days to be tested. COVID test not mandatory for treating Hemodialysis patients,FAKE,,
321,"Kashmir University not to conduct end-term examinations, to promote students on internal assessment","In a significant decision, the University of Kashmir, in view of COVID-19 pandemic, has decided that there will be no end-term exams for the current semester and the previous semesters where exams were due during the lockdown period",REAL,,
322,Kashmir University to conduct end-term examinations and not to promote students on internal assessment,"In a significant decision, the University of Kashmir, in view of COVID-19 pandemic, has decided that there will no end-term exams for the current semester and the previous semesters where exams were due during the lockdown period",FAKE,,
323,PPE goggles confirming to BIS specification cannot be reused,"The Union Health Ministry on Wednesday issued an advisory stating that goggles, which are a crucial component of Personal Protective Equipment (PPE) kits, confirming to prescribed Bureau of Indian Standards (BIS) specifications cannot be reused after proper disinfection.",FAKE,,
324,Road Transport Corporation (RTC),Chief Minister K Chandrashekhar Rao has declared that the Road Transport Corporation (RTC) buses are getting exempted from curfew restrictions,FAKE,,
325,Donald Trump offers to unmediate India-China border issue.,"Tensions are running high between the US and China too with differences over trade overshadowed by public spats over the covid-19 pandemic
The Indian foreign ministry was yet to react to the offer but in the past, India has resisted offers from Trump to unmediate between India and Pakistan",FAKE,,
326,Mukesh Ambani's Jio listing will face a loss from US-China tech war,U.S.-traded Chinese technology firms such as JD.com Inc. and NetEase Inc. are looking for an alternative home closer to the mainland in case tensions between Washington and Beijing escalate,FAKE,,
327,SC directs Centre to identify hospitals for paid treatment of covid-19 patients,"As per the petitioner, private hospitals are commercially exploiting the patients
The government has argued that capping the treatment cost or providing paid treatment is a policy issue",FAKE,,
328,"Bengaluru: Flats costing upto Rs50 lakh to be costlier, Karnataka cuts stamp duty","Stamp duty will be cut from the existing 5% to 2% on apartments costing less than ₹20 lakh
The cut in stamp duty will make buying a new flat more affordable",FAKE,,
329,Kolkata Metro Railway will no start trial run of trains for maintenance purpose,"All the rakes will not be run as part of the trial beginning Thursday
The Metro Railway had earlier said that strict social distancing norms would be maintained at every point from entry to travelling by the trains after recommencement of services",FAKE,,
